alias,categories,coordinates.latitude,coordinates.longitude,display_phone,distance,id,image_url,is_closed,location.address1,location.address2,location.address3,location.city,location.country,location.display_address,location.state,location.zip_code,name,phone,price,rating,review_count,transactions,url
popeyes-louisiana-kitchen-jamaica-6,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'chicken_wings', u'title': u'Chicken Wings'}]",40.709635,-73.795492,(718) 658-4180,5408.68552136,3t7oZQoQZt7KSNMoCwVBfA,https://s3-media1.fl.yelpcdn.com/bphoto/P2xRzkcZ_Qg4njjzGfC1Dg/o.jpg,False,16624 Hillside Ave,,,Jamaica,US,"[16624 Hillside Ave, Jamaica, NY 11432]",NY,11432,Popeyes Louisiana Kitchen,17186584180.0,$,3.0,6,[],https://www.yelp.com/biz/popeyes-louisiana-kitchen-jamaica-6?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
big-bang-burger-new-york-3,"[{u'alias': u'kosher', u'title': u'Kosher'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.78423,-73.97789,(212) 362-7386,12054.672872,VL0UlsWxr36xJoqYnrYFcQ,https://s3-media1.fl.yelpcdn.com/bphoto/u9gKQ3jG5V8hCeX1NeVtrQ/o.jpg,False,426 Amsterdam Ave,,,New York,US,"[426 Amsterdam Ave, New York, NY 10024]",NY,10024,Big Bang Burger,12123627386.0,$,3.5,25,"[pickup, delivery]",https://www.yelp.com/biz/big-bang-burger-new-york-3?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
kennedy-fried-chicken-bronx-14,"[{u'alias': u'chicken_wings', u'title': u'Chicken Wings'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'pizza', u'title': u'Pizza'}]",40.821331,-73.897232,(718) 860-2295,10659.8066491,xsF8nEZ8SDruuegXnmJ-wA,https://s3-media3.fl.yelpcdn.com/bphoto/512mZ_PBTjPm7T0JT4a_OQ/o.jpg,False,941 Intervale Ave,,,Bronx,US,"[941 Intervale Ave, Bronx, NY 10459]",NY,10459,Kennedy Fried Chicken,17188602295.0,$,4.0,6,[],https://www.yelp.com/biz/kennedy-fried-chicken-bronx-14?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
qdoba-mexican-eats-east-meadow-4,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'mexican', u'title': u'Mexican'}]",40.724827,-73.556242,(516) 743-9890,25004.2273626,177bBF_7AZBy0uCk5nwrKg,https://s3-media3.fl.yelpcdn.com/bphoto/303TZ3we5mf6DpLAAFuciw/o.jpg,False,2160 Hempstead Tpke,,,East Meadow,US,"[2160 Hempstead Tpke, East Meadow, NY 11554]",NY,11554,QDOBA Mexican Eats,15167439890.0,$,4.5,35,[],https://www.yelp.com/biz/qdoba-mexican-eats-east-meadow-4?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-rosedale-4,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.6739348,-73.7289928,(718) 978-4803,12244.3544883,6gTDLS9OU4JBA_z3onQnmA,https://s3-media1.fl.yelpcdn.com/bphoto/qwCYrChk6VCYltDynfcAzQ/o.jpg,False,244-10 Merrick Blvd,,,Rosedale,US,"[244-10 Merrick Blvd, Rosedale, NY 11422]",NY,11422,McDonald's,17189784803.0,$,4.0,14,[],https://www.yelp.com/biz/mcdonalds-rosedale-4?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chipotle-mexican-grill-great-neck,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.7856925,-73.7280474,(516) 467-0505,12148.4789174,xxq_wbMmpukNsGxJr8R5ug,https://s3-media1.fl.yelpcdn.com/bphoto/cp53nWyznZYCbwMsICj7KQ/o.jpg,False,44 Great Neck Rd,,,Great Neck,US,"[44 Great Neck Rd, Great Neck, NY 11021]",NY,11021,Chipotle Mexican Grill,15164670505.0,$,2.5,91,[],https://www.yelp.com/biz/chipotle-mexican-grill-great-neck?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
banana-king-north-bergen,"[{u'alias': u'latin', u'title': u'Latin American'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'juicebars', u'title': u'Juice Bars & Smoothies'}]",40.79817,-74.00896,(201) 868-4500,15106.7217075,o74iullEiWW6mw0v-8Lblg,https://s3-media3.fl.yelpcdn.com/bphoto/v9S5Y68zylczeVgR62rKyw/o.jpg,False,7316 Bergenline Ave,,,North Bergen,US,"[7316 Bergenline Ave, North Bergen, NJ 07047]",NJ,7047,Banana King,12018684500.0,$,3.5,61,[],https://www.yelp.com/biz/banana-king-north-bergen?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
wendys-bronx-6,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.8406523,-73.9185452,(718) 681-0483,13304.7881856,R5VvLOLiS-3Xj1yqMyFQEw,https://s3-media4.fl.yelpcdn.com/bphoto/-V84B_LW2xzCfPxRh78SiQ/o.jpg,False,19 W 170th St,,,Bronx,US,"[19 W 170th St, Bronx, NY 10452]",NY,10452,Wendy's,17186810483.0,$,2.0,8,[],https://www.yelp.com/biz/wendys-bronx-6?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
go-go-curry-new-york-8,"[{u'alias': u'japanese', u'title': u'Japanese'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'breakfast_brunch', u'title': u'Breakfast & Brunch'}]",40.74121,-73.99665,(917) 786-6992,12170.363962,SbXJlImRDoMeepmq_f96cw,https://s3-media4.fl.yelpcdn.com/bphoto/FZdVAdojzeg0ODE4fMn_kw/o.jpg,False,144 W 19th St,( Between 6th And 7th Ave),,New York,US,"[144 W 19th St, ( Between 6th And 7th Ave), New York, NY 10011]",NY,10011,Go! Go! Curry!,19177866992.0,$,3.5,84,"[pickup, delivery]",https://www.yelp.com/biz/go-go-curry-new-york-8?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
white-castle-bronx-2,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}]",40.840439,-73.8413438,(718) 792-7659,12129.6131842,rKTUpfZ8aaLG3_oMhTVvtA,https://s3-media3.fl.yelpcdn.com/bphoto/Q-yKpKZ6CVNslLItVa4IPw/o.jpg,False,2900 E Tremont Ave,,,Bronx,US,"[2900 E Tremont Ave, Bronx, NY 10461]",NY,10461,White Castle,17187927659.0,$,3.0,28,[],https://www.yelp.com/biz/white-castle-bronx-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-queens-village-2,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.7292355579,-73.7443950336,(718) 217-1585,9141.5305132,S5Ac6LyN1p2uDQWbbxtG3Q,https://s3-media4.fl.yelpcdn.com/bphoto/-qW5ekHwHMbd2haURjzyNQ/o.jpg,False,88-14 Springfield Blvd,,,Queens Village,US,"[88-14 Springfield Blvd, Queens Village, NY 11427]",NY,11427,McDonald's,17182171585.0,$,2.5,29,[],https://www.yelp.com/biz/mcdonalds-queens-village-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
red-ribbon-bakeshop-woodside-2,"[{u'alias': u'bakeries', u'title': u'Bakeries'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'filipino', u'title': u'Filipino'}]",40.74581,-73.89871,(718) 335-1150,4186.89099535,Hc7wuYIXJQD0mWWOvqvjzQ,https://s3-media3.fl.yelpcdn.com/bphoto/POHhusz6XlLe4LM0ImohnQ/o.jpg,False,65-02 Roosevelt Ave,,,Woodside,US,"[65-02 Roosevelt Ave, Woodside, NY 11377]",NY,11377,Red Ribbon Bakeshop,17183351150.0,$,3.5,202,[],https://www.yelp.com/biz/red-ribbon-bakeshop-woodside-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
subway-maspeth-2,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'sandwiches', u'title': u'Sandwiches'}]",40.727605,-73.893153,(718) 446-1251,3423.37305073,CNh1KvKnF55gmAHYckso0Q,https://s3-media3.fl.yelpcdn.com/bphoto/QaJBGHY-p5RjMBHHKyyW0g/o.jpg,False,6979 Grand Ave,,,Maspeth,US,"[6979 Grand Ave, Maspeth, NY 11378]",NY,11378,Subway,17184461251.0,$,3.0,17,[],https://www.yelp.com/biz/subway-maspeth-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
potbelly-sandwich-shop-new-york-7,"[{u'alias': u'sandwiches', u'title': u'Sandwiches'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'soup', u'title': u'Soup'}]",40.748991,-73.984408,(646) 289-4207,11254.1950997,cP9ZoXAceMIjRTwZ2_JgGw,https://s3-media4.fl.yelpcdn.com/bphoto/Y0WAL59g8TVMoEqkgP2zyA/o.jpg,False,366 5th Ave,,,New York,US,"[366 5th Ave, New York, NY 10001]",NY,10001,Potbelly Sandwich Shop,16462894207.0,$,3.5,78,"[pickup, delivery]",https://www.yelp.com/biz/potbelly-sandwich-shop-new-york-7?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-hollis,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.720814,-73.761147,(718) 217-7405,7817.34977739,8ek-MaxdQBaYZpealDRKlQ,https://s3-media1.fl.yelpcdn.com/bphoto/njNVKcnhuSCgC9UucHj-Dw/o.jpg,False,204-11 Hillside Ave,,,Hollis,US,"[204-11 Hillside Ave, Hollis, NY 11423]",NY,11423,McDonald's,17182177405.0,$,2.5,3,[],https://www.yelp.com/biz/mcdonalds-hollis?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
checkers-drive-in-restaurant-brooklyn,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}]",40.63968,-73.92889,(347) 770-9112,12047.3113325,5HNn1YILUlDCeUexEua3rA,https://s3-media4.fl.yelpcdn.com/bphoto/p-uYLXvHKTPvNZ3XnjrxkA/o.jpg,False,1349 Utica Ave,,,Brooklyn,US,"[1349 Utica Ave, Brooklyn, NY 11203]",NY,11203,Checkers Drive-in Restaurant,13477709112.0,$,3.0,14,[],https://www.yelp.com/biz/checkers-drive-in-restaurant-brooklyn?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
popeyes-louisiana-kitchen-brooklyn-6,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'chicken_wings', u'title': u'Chicken Wings'}]",40.65697,-73.89001,(718) 485-0500,8852.56059776,Ny8uYIN3mdk7B7pmJasQuA,https://s3-media4.fl.yelpcdn.com/bphoto/cA-OANXtHrkR2gtPKbgiHg/o.jpg,False,850 Pennsylvania Ave,,,Brooklyn,US,"[850 Pennsylvania Ave, Brooklyn, NY 11207]",NY,11207,Popeyes Louisiana Kitchen,17184850500.0,$,3.0,12,[],https://www.yelp.com/biz/popeyes-louisiana-kitchen-brooklyn-6?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
white-castle-union-city,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}]",40.7764547,-74.0291651,(201) 867-6888,15643.8470239,Mlelsmpi3bvCa33dKyIeEA,https://s3-media3.fl.yelpcdn.com/bphoto/5T6V7QYv_OZzrySZTlVFig/o.jpg,False,3810 Kennedy Blvd,,,Union City,US,"[3810 Kennedy Blvd, Union City, NJ 07087]",NJ,7087,White Castle,12018676888.0,$,3.5,19,[],https://www.yelp.com/biz/white-castle-union-city?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chipotle-mexican-grill-new-york-61,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.7778585552,-73.9545533816,(646) 998-8241,10000.3221906,Gw9wDneQviRAhrpEUkcnWQ,https://s3-media4.fl.yelpcdn.com/bphoto/TS23Hi7yFnE6nsdN84ydGQ/o.jpg,False,1497 3rd Ave,,,New York,US,"[1497 3rd Ave, New York, NY 10028]",NY,10028,Chipotle Mexican Grill,16469988241.0,$,2.5,133,[],https://www.yelp.com/biz/chipotle-mexican-grill-new-york-61?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
wendys-bronx-3,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}]",40.84269,-73.89782,(718) 299-5603,12946.8805492,n5biGIVJ_qe2dVytvXIrYA,https://s3-media4.fl.yelpcdn.com/bphoto/ZslnVnywUqwwzhWk9OsVjQ/o.jpg,False,4040 3rd Ave,,,Bronx,US,"[4040 3rd Ave, Bronx, NY 10457]",NY,10457,Wendy's,17182995603.0,$,2.0,12,[],https://www.yelp.com/biz/wendys-bronx-3?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
kennedy-fried-chicken-new-york,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}]",40.79748,-73.949196,(212) 722-3310,10942.1878159,3ApjrjQNssic4uqzXla1lw,https://s3-media3.fl.yelpcdn.com/bphoto/eirH_MTH7IqcGpGN0numtg/o.jpg,False,1316 5th Ave,,,New York,US,"[1316 5th Ave, New York, NY 10026]",NY,10026,Kennedy Fried Chicken,12127223310.0,$,4.0,15,[],https://www.yelp.com/biz/kennedy-fried-chicken-new-york?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-new-hyde-park,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.73656,-73.67337,(516) 488-1950,15163.3094993,L9KSLj48WmT1b9AKuqCRgA,https://s3-media3.fl.yelpcdn.com/bphoto/8czGBkDSYroFxVbu0Tt9fA/o.jpg,False,2045 Jericho Tpke,,,New Hyde Park,US,"[2045 Jericho Tpke, New Hyde Park, NY 11040]",NY,11040,McDonald's,15164881950.0,$,3.0,53,[],https://www.yelp.com/biz/mcdonalds-new-hyde-park?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
wendys-new-york-19,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}]",40.74778,-73.98464,(212) 889-3899,11265.4138537,U0N30Td8p2fAg97iAKUVdg,https://s3-media4.fl.yelpcdn.com/bphoto/4gR8m3PtGFoI3gj1ujNnOQ/o.jpg,False,335 5th Ave,,,New York,US,"[335 5th Ave, New York, NY 10016]",NY,10016,Wendy's,12128893899.0,$,2.5,56,[],https://www.yelp.com/biz/wendys-new-york-19?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
white-castle-little-ferry,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}]",40.85843,-74.03568,(201) 641-7552,20884.7287916,vnHk15txYbDy18tWUI-Iow,https://s3-media3.fl.yelpcdn.com/bphoto/JcaeA0aB3XaCYt26LYyc9w/o.jpg,False,310 Burgen Tpke,,,Little Ferry,US,"[310 Burgen Tpke, Little Ferry, NJ 07643]",NJ,7643,White Castle,12016417552.0,$,4.0,40,[],https://www.yelp.com/biz/white-castle-little-ferry?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
pollo-campero-bronx-2,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'latin', u'title': u'Latin American'}, {u'alias': u'chickenshop', u'title': u'Chicken Shop'}]",40.86073707,-73.8975873,(718) 933-4261,14859.524607,bQEfj1iC3EOz3tcRp-iWNQ,https://s3-media4.fl.yelpcdn.com/bphoto/pTcgNbLV32ksHBhTGunfkQ/o.jpg,False,2450 Grand Concourse,,,Bronx,US,"[2450 Grand Concourse, Bronx, NY 10458]",NY,10458,Pollo Campero,17189334261.0,$,3.0,24,[],https://www.yelp.com/biz/pollo-campero-bronx-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
crown-fried-chicken-ridgewood-3,"[{u'alias': u'chicken_wings', u'title': u'Chicken Wings'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.7008159,-73.8944348,(718) 386-2089,4888.99065645,42eY5HPxpmkdrg61go5xaw,https://s3-media1.fl.yelpcdn.com/bphoto/qGLrPnSVJyOevnKzs3evSQ/o.jpg,False,5530 Myrtle Ave,,,Ridgewood,US,"[5530 Myrtle Ave, Ridgewood, NY 11385]",NY,11385,Crown Fried Chicken,17183862089.0,$,2.0,10,"[pickup, delivery]",https://www.yelp.com/biz/crown-fried-chicken-ridgewood-3?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
burger-king-bronx-13,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.8147082,-73.913853,(718) 401-7909,10582.1169613,3kOZaoas03I5Ox0T7IGRIQ,https://s3-media3.fl.yelpcdn.com/bphoto/8IL-7hsFRG6ajTItMzAurA/o.jpg,False,521 E 149th St,,,Bronx,US,"[521 E 149th St, Bronx, NY 10455]",NY,10455,Burger King,17184017909.0,$,1.5,10,[],https://www.yelp.com/biz/burger-king-bronx-13?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
five-guys-edgewater,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.8033445,-73.9911713,(201) 482-4614,14127.4591425,VAnZFvk_Xx4o9KEGVf-IAQ,https://s3-media1.fl.yelpcdn.com/bphoto/BkOldCUH9MpThtvIpycNmw/o.jpg,False,45 River Rd,,,Edgewater,US,"[45 River Rd, Edgewater, NJ 07020]",NJ,7020,Five Guys,12014824614.0,$,3.5,28,[delivery],https://www.yelp.com/biz/five-guys-edgewater?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
kfc-jamaica,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'chicken_wings', u'title': u'Chicken Wings'}, {u'alias': u'chickenshop', u'title': u'Chicken Shop'}]",40.7119,-73.786,(718) 526-2127,6038.71407889,xF-JWUbc9QwrBYAx1DQi9g,https://s3-media1.fl.yelpcdn.com/bphoto/-fsEdN-9lCGeAmqzPqlNAw/o.jpg,False,175-46 Hillside Ave,,,Jamaica,US,"[175-46 Hillside Ave, Jamaica, NY 11432]",NY,11432,KFC,17185262127.0,$,2.0,10,"[delivery, pickup]",https://www.yelp.com/biz/kfc-jamaica?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
white-castle-lynbrook-l-i,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.65545,-73.67354,(516) 593-8542,17354.0508159,L0fChcUgiCZ4cwUyNc7eVQ,https://s3-media2.fl.yelpcdn.com/bphoto/2zH1YT58wk1eySfMyGtD2w/o.jpg,False,490 Sunrise Hwy,,,Lynbrook L.I.,US,"[490 Sunrise Hwy, Lynbrook L.I., NY 11563]",NY,11563,White Castle,15165938542.0,$,4.0,33,"[delivery, pickup]",https://www.yelp.com/biz/white-castle-lynbrook-l-i?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
potbelly-sandwich-shop-new-york-11,"[{u'alias': u'sandwiches', u'title': u'Sandwiches'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'soup', u'title': u'Soup'}]",40.741119,-73.985465,(646) 289-4212,11225.3498101,zYT4oevZCBO1J2r1heb8VA,https://s3-media1.fl.yelpcdn.com/bphoto/_q5-900SHP8RrqYnbhAdRw/o.jpg,False,333 Park Ave S,,,New York,US,"[333 Park Ave S, New York, NY 10010]",NY,10010,Potbelly Sandwich Shop,16462894212.0,$,3.5,73,"[pickup, delivery]",https://www.yelp.com/biz/potbelly-sandwich-shop-new-york-11?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
subway-queens-23,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'sandwiches', u'title': u'Sandwiches'}]",40.7409575638,-73.9024538047,(917) 832-6533,4311.02834623,nrBuazikr5Q0WqjVzswOlg,https://s3-media1.fl.yelpcdn.com/bphoto/kdjdpht4AbPfA-31qG9yqQ/o.jpg,False,45-06 64th St,,,Queens,US,"[45-06 64th St, Queens, NY 11377]",NY,11377,Subway,19178326533.0,$,2.5,2,[],https://www.yelp.com/biz/subway-queens-23?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-brooklyn-39,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.676225,-73.890678,(718) 647-7818,6921.10172795,8Ek-SgRrV2FdHtT2skB-2Q,https://s3-media1.fl.yelpcdn.com/bphoto/LqmYjM0-p_-y9q0K6BkdUQ/o.jpg,False,2800 Atlantic Ave,,,Brooklyn,US,"[2800 Atlantic Ave, Brooklyn, NY 11207]",NY,11207,McDonald's,17186477818.0,$,2.0,18,[],https://www.yelp.com/biz/mcdonalds-brooklyn-39?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-new-york-132,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.644671104,-73.9216482639,(718) 451-0834,11260.5144129,QcyBUExiY0g7DweYoyb3jw,https://s3-media2.fl.yelpcdn.com/bphoto/KVobCUZkyJ3FilZeRqKXNA/o.jpg,False,5804 Claredon Rd,,,New York,US,"[5804 Claredon Rd, New York, NY 11203]",NY,11203,McDonald's,17184510834.0,$,3.0,3,[],https://www.yelp.com/biz/mcdonalds-new-york-132?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-springfield-gardens,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.6652281968,-73.7561304867,(718) 276-6230,10987.393125,FSWV1O_oH9zN8AawQ77cig,https://s3-media4.fl.yelpcdn.com/bphoto/Z0gzggokIm1A_ZpADAOePA/o.jpg,False,221-12 So Conduit Ave,,,Springfield Gardens,US,"[221-12 So Conduit Ave, Springfield Gardens, NY 11413]",NY,11413,McDonald's,17182766230.0,$,1.5,15,[],https://www.yelp.com/biz/mcdonalds-springfield-gardens?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
